age,workclass,loan_amount,Education,Years_of_education,Martial_status,Occupation,Race,Gender,Capital_gain,Capital_loss,Weekly_work_hours,Country/area_of_origin,income,Index,Employed,Bank_Balance,loan_purpose,credit_history,past_bankruptcy,Default
48,Private,43890,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7688,0,40,Australia,>50K,2422,1,14037.96,other,14.9,0,0
48,Local-gov,312466,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,5178,0,40,Australia,>50K,3014,1,9355.32,Home Improvements,17,0,0
48,Private,96294,Some-college,10,Married-civ-spouse,Sales,White,Male,3103,0,40,Australia,>50K,3674,1,12814.08,Debt Consolidation,24.8,0,0
48,Private,281622,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,>50K,5266,1,5530.56,Home Improvements,32.3,0,0
48,Private,173470,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,6307,1,4993.56,Debt Consolidation,17.2,0,0
48,Private,663432,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,<=50K,7612,1,0,Debt Consolidation,14,0,0
48,Self-emp-not-inc,387926,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,5013,0,45,Australia,<=50K,3119,1,6546.84,Debt Consolidation,17.5,0,0
48,Self-emp-not-inc,778866,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,7298,0,60,Australia,>50K,2740,1,21064.68,Debt Consolidation,18.4,0,0
48,Self-emp-not-inc,439780,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,70,Australia,>50K,5631,1,10147.32,Debt Consolidation,28.5,0,0
49,Private,257488,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1887,40,Australia,>50K,885,1,15430.2,Debt Consolidation,23.3,0,0
49,Private,99999999,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1485,40,Australia,>50K,1386,1,10622.16,Debt Consolidation,15.6,0,0
49,Private,672210,Some-college,10,Married-civ-spouse,Sales,White,Male,7688,0,40,Australia,>50K,2509,1,6317.64,Other,15.9,0,0
49,Private,282282,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7298,0,40,Australia,>50K,2897,1,10528.08,Debt Consolidation,9.8,0,0
49,State-gov,248116,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Australia,<=50K,5985,1,9546,Debt Consolidation,24.6,0,0
49,Private,205546,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,>50K,6130,1,9217.8,other,17.2,0,0
49,Private,175230,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,9631,1,8698.68,Debt Consolidation,11.3,0,0
49,Federal-gov,542542,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,9811,1,10339.08,Debt Consolidation,15.4,0,0
49,Private,112266,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,1848,44,Australia,>50K,953,1,13314.36,Other,8.9,0,0
49,Private,238678,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,1902,50,Australia,>50K,574,1,15278.88,Debt Consolidation,16.9,0,0
49,Self-emp-inc,267014,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,50,Australia,>50K,1828,1,930,Debt Consolidation,10,0,0
49,Self-emp-inc,110374,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,50,Australia,>50K,1999,1,6823.56,Debt Consolidation,22.5,0,0
49,Self-emp-inc,401038,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,Australia,>50K,4292,1,0,Debt Consolidation,23.4,0,0
49,Self-emp-inc,99999999,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,50,Australia,>50K,9105,1,4144.68,Debt Consolidation,17.5,1,0
49,Self-emp-inc,449240,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,60,Australia,<=50K,8756,1,7551.84,Debt Consolidation,21.5,0,0
49,Private,268554,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,80,Australia,>50K,5154,1,828.24,Debt Consolidation,31.8,1,0
50,Self-emp-not-inc,99999999,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,35,Australia,<=50K,5332,1,16924.44,Debt Consolidation,12.3,0,0
50,Private,99999999,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,0,1902,38,Australia,>50K,572,1,9487.08,Debt Consolidation,24.1,0,0
50,Self-emp-inc,325226,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1485,40,Australia,<=50K,1432,1,8837.76,Debt Consolidation,16,0,0
50,Self-emp-not-inc,264572,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,7688,0,40,Australia,>50K,2608,1,0,Debt Consolidation,14.1,0,0
50,Private,109274,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,>50K,9234,1,8320.32,Other,11,0,0
50,Private,99999999,Some-college,10,Married-civ-spouse,Tech-support,White,Male,0,0,45,Australia,>50K,6570,1,6440.4,Debt Consolidation,15.6,0,0
50,Private,279444,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,45,Australia,>50K,6682,1,12622.2,Debt Consolidation,17.7,0,0
50,Local-gov,423478,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,1740,48,Australia,<=50K,1036,1,11123.88,Other,9.1,0,0
50,Private,772398,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,99999,0,50,Australia,>50K,1527,1,18717,Debt Consolidation,15.1,0,0
50,Local-gov,21824,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,4064,0,55,Australia,<=50K,3394,1,7438.8,Medical Bills,14,0,0
50,Self-emp-inc,754138,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,60,Australia,>50K,5667,1,7664.64,Debt Consolidation,18.2,0,0
51,Self-emp-not-inc,212806,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,20,Australia,<=50K,7736,1,0,Debt Consolidation,44,0,0
51,Private,81092,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,2603,40,Australia,<=50K,24,1,7703.76,Home Improvements,14.8,0,0
51,Private,177254,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1977,40,Australia,>50K,349,1,12728.64,other,11.7,0,0
51,State-gov,221122,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1887,40,Australia,>50K,788,1,14165.4,Debt Consolidation,18.7,3,0
51,Private,171094,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,7298,0,40,Australia,>50K,2750,1,11331.96,Debt Consolidation,11.4,0,0
51,Private,765072,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,7298,0,40,Australia,>50K,2867,1,12437.52,small_business,20.7,0,0
51,Private,99999999,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,3908,0,40,Australia,<=50K,3458,1,4551.48,Debt Consolidation,14.9,0,0
51,Private,26268,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Australia,>50K,4959,1,7980.48,other,8.5,0,0
51,Private,225148,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,7586,1,7453.8,Debt Consolidation,12.7,0,0
51,Private,112574,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,Australia,>50K,8103,1,9897.6,Other,18.5,0,0
51,Private,605044,Some-college,10,Married-civ-spouse,Other-service,White,Female,0,0,40,Australia,>50K,8935,1,9236.04,Debt Consolidation,32.8,0,0
51,Private,173580,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,Australia,>50K,5486,1,10493.76,Debt Consolidation,18.3,0,0
51,Private,446006,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,3103,0,48,Australia,>50K,3729,1,11955,Home Improvements,14,0,0
51,Private,85514,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1902,50,Australia,>50K,584,1,2865.72,Debt Consolidation,12,0,0
51,Private,154902,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1977,60,Australia,>50K,477,1,17894.04,Medical Bills,26,0,0
51,Self-emp-not-inc,356290,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,60,Australia,<=50K,9688,1,11133.24,Debt Consolidation,16.6,0,0
51,Private,434808,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1887,65,Australia,>50K,751,1,14434.56,Debt Consolidation,15,0,0
51,Self-emp-not-inc,450428,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,75,Australia,<=50K,8462,1,10541.4,Debt Consolidation,10,0,0
52,Private,630542,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,7177,1,7307.52,Debt Consolidation,15.6,0,0
52,Self-emp-inc,207900,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,9240,1,9647.76,Debt Consolidation,19.8,1,0
52,Local-gov,108856,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,3137,0,42,Australia,<=50K,3656,1,3626.76,Medical Bills,26.9,0,0
52,Private,558756,Some-college,10,Married-civ-spouse,Sales,White,Male,7298,0,45,Australia,>50K,2853,1,13999.08,Debt Consolidation,21.2,0,0
52,Private,220924,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,Australia,>50K,6041,1,16612.68,Buy House,17.5,0,0
52,Self-emp-not-inc,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,45,Australia,<=50K,8771,1,9946.68,Debt Consolidation,20,1,0
52,Private,111650,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1977,50,Australia,>50K,411,1,3346.56,other,17.8,0,0
52,Self-emp-inc,223432,Some-college,10,Married-civ-spouse,Sales,White,Male,15024,0,50,Australia,>50K,1836,1,10694.28,Debt Consolidation,28.9,0,0
52,,58674,Some-college,10,Married-civ-spouse,,White,Male,0,0,50,Australia,<=50K,7021,1,15165.6,Debt Consolidation,10.2,0,0
52,Private,533852,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,55,Australia,<=50K,9509,1,11194.44,Debt Consolidation,15.9,0,0
52,Private,154154,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1740,60,Australia,<=50K,1060,1,902.16,Debt Consolidation,9,0,0
53,Private,263736,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1977,40,Australia,>50K,401,1,7677.84,Debt Consolidation,16.1,0,0
53,Local-gov,222156,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,0,1887,40,Australia,>50K,895,1,686.64,Debt Consolidation,24.9,0,0
53,Private,356224,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1740,40,Australia,<=50K,1055,1,16634.28,Debt Consolidation,35,0,0
53,Private,336864,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,15024,0,40,Australia,>50K,1876,1,18691.68,Debt Consolidation,26.8,0,0
53,Private,322410,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,4386,0,40,Australia,>50K,3287,1,8060.04,Home Improvements,12.5,1,0
53,Local-gov,291874,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,4386,0,40,Australia,>50K,3329,1,1968,Debt Consolidation,19.4,0,0
53,Private,222552,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,3137,0,40,Australia,<=50K,3644,1,0,Debt Consolidation,14.7,0,0
53,Private,176660,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,5292,1,3894,Medical Bills,33.5,0,0
53,Private,224488,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Australia,<=50K,6782,1,16100.4,Debt Consolidation,18.1,1,0
53,Self-emp-not-inc,432454,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,45,Australia,<=50K,8817,1,5433.96,Debt Consolidation,21.5,0,1
53,Self-emp-inc,222904,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,50,Australia,>50K,2039,1,8922.24,Debt Consolidation,19.4,0,0
53,Self-emp-not-inc,436524,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,Australia,<=50K,6654,1,7522.08,Debt Consolidation,23.3,1,1
53,Private,351956,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,55,Australia,<=50K,8633,1,0,Debt Consolidation,12.3,0,0
53,Private,34650,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,Australia,>50K,7427,1,11322.84,Debt Consolidation,18,1,0
54,Private,683936,Some-college,10,Married-civ-spouse,Tech-support,White,Male,0,1977,18,Australia,>50K,504,1,7117.68,Business Loan,16,0,0
54,Self-emp-not-inc,622336,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,2829,0,30,Australia,<=50K,3836,1,9576.36,Debt Consolidation,10,0,0
54,Self-emp-inc,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1977,40,Australia,>50K,484,1,9324.24,Business Loan,15.8,0,0
54,Private,99999999,Some-college,10,Married-civ-spouse,Tech-support,White,Male,7688,0,40,Australia,>50K,2629,1,2418.72,Take a Trip,20.3,1,0
54,Private,65538,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,Australia,<=50K,7962,1,10258.56,Take a Trip,16.5,1,0
54,Private,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,>50K,8204,1,10463.88,Debt Consolidation,9.8,0,0
54,Private,403810,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,9291,1,0,Debt Consolidation,9.7,0,0
54,Federal-gov,656634,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,0,0,48,Australia,>50K,7584,1,19304.16,Debt Consolidation,43.5,0,0
54,Private,454432,Some-college,10,Married-civ-spouse,Sales,White,Male,0,2415,50,Australia,>50K,108,1,11498.04,Buy a Car,10.9,0,0
54,Private,120010,Some-college,10,Married-civ-spouse,Sales,White,Male,7298,0,50,Australia,>50K,2869,1,14927.16,Debt Consolidation,22.7,1,0
54,Private,773630,Some-college,10,Married-civ-spouse,Sales,White,Male,3137,0,50,Australia,<=50K,3626,1,14372.52,Debt Consolidation,39,0,0
54,Private,285032,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,15024,0,60,Australia,>50K,1829,1,21274.32,Debt Consolidation,11.6,0,0
55,Private,322014,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,24,Australia,>50K,5380,1,17466.12,Debt Consolidation,26.5,0,0
55,Private,99999999,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Australia,<=50K,6546,1,10640.28,Debt Consolidation,11.4,0,0
55,Private,598114,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,9684,1,13586.04,Debt Consolidation,19,0,0
55,Private,781484,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,5013,0,52,Australia,<=50K,3139,1,6407.88,Debt Consolidation,18.5,0,0
56,Self-emp-inc,137456,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1672,40,Australia,<=50K,1149,1,7937.16,Debt Consolidation,14.6,0,0
56,Private,217800,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,9547,1,13854.96,Debt Consolidation,15.7,1,0
56,Self-emp-not-inc,355124,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,0,1977,50,Australia,>50K,490,1,8673.48,Debt Consolidation,11.9,0,0
56,Private,552816,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1848,50,Australia,>50K,971,1,0,other,26.5,0,0
56,Self-emp-inc,249700,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,50,Australia,<=50K,4332,1,5568.72,Debt Consolidation,13.2,0,0
56,Private,201388,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,50,Australia,>50K,4937,1,11168.64,Debt Consolidation,12.7,0,0
56,Private,214632,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1902,60,Australia,>50K,685,1,2370.48,Business Loan,8.8,0,0
56,Self-emp-not-inc,556116,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,60,Australia,<=50K,5224,1,9471.12,Debt Consolidation,30,0,0
57,Self-emp-not-inc,587928,Some-college,10,Married-civ-spouse,Tech-support,White,Male,0,0,38,Australia,>50K,9378,1,0,Debt Consolidation,12.5,0,0
57,Private,131692,Some-college,10,Married-civ-spouse,Craft-repair,White,Female,9386,0,40,Australia,>50K,2315,1,4978.32,Debt Consolidation,18.1,0,0
57,Private,317064,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,Australia,>50K,8914,1,17280.36,Debt Consolidation,25.7,0,0
57,Self-emp-inc,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Australia,>50K,9046,1,20975.76,Debt Consolidation,23.1,1,0
57,Private,403810,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,>50K,9736,1,2516.04,other,15.7,0,0
57,Private,370744,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1672,45,Australia,<=50K,1129,1,10696.8,Debt Consolidation,21.7,0,0
57,Self-emp-not-inc,172392,Some-college,10,Married-civ-spouse,Sales,White,Male,99999,0,45,Australia,>50K,1603,1,4235.28,Take a Trip,12.4,0,0
57,Private,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7688,0,45,Australia,>50K,2567,1,15557.64,Debt Consolidation,17.4,0,0
57,Private,108262,Some-college,10,Married-civ-spouse,Sales,White,Male,5013,0,50,Australia,<=50K,3157,1,22794.6,Debt Consolidation,18.9,1,0
57,Private,443520,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,Australia,>50K,5642,1,9703.32,Debt Consolidation,12.5,0,0
57,Self-emp-not-inc,52800,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,Australia,<=50K,7717,1,10171.8,Debt Consolidation,13,0,0
57,Self-emp-not-inc,757306,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,Australia,<=50K,7314,1,3828.36,Debt Consolidation,33,0,0
57,Self-emp-not-inc,21472,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,60,Australia,>50K,6674,1,12837,other,26.4,0,0
58,Self-emp-not-inc,478632,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,2415,40,Australia,>50K,84,1,6864.24,Debt Consolidation,15.4,0,0
58,Private,220858,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,0,1902,40,Australia,>50K,694,1,3980.16,Other,16.2,1,0
58,,132836,Some-college,10,Married-civ-spouse,,White,Male,99999,0,40,Australia,>50K,1615,1,2356.44,Other,20.6,0,0
58,Federal-gov,405944,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,40,Australia,>50K,2026,1,0,Other,13.7,0,0
58,Private,450956,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7688,0,45,Australia,>50K,2443,1,17051.88,Debt Consolidation,27.3,1,0
58,Self-emp-inc,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,7298,0,60,Australia,>50K,2890,1,25027.08,Debt Consolidation,15.4,0,0
58,Self-emp-inc,332838,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,65,Australia,>50K,9782,1,8101.32,Debt Consolidation,22.5,0,0
59,Federal-gov,750860,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,36,Australia,<=50K,7277,1,5152.2,Debt Consolidation,13.9,0,0
59,Local-gov,137720,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,5563,1,7716.12,Debt Consolidation,13.2,0,0
59,Private,515746,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,43,Australia,>50K,8925,1,5331.36,Debt Consolidation,35,0,0
59,Private,99999999,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1848,45,Australia,>50K,974,1,2494.8,Debt Consolidation,17.7,0,0
59,Self-emp-inc,521818,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1977,48,Australia,>50K,498,1,0,Debt Consolidation,16.8,0,0
59,Private,135718,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,50,Australia,<=50K,9066,1,9782.04,Other,22.6,0,1
59,Private,99999999,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,1887,55,Australia,>50K,787,1,19288.2,Debt Consolidation,30.3,0,0
60,Self-emp-not-inc,90596,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,24,Australia,<=50K,9359,1,4375.92,Debt Consolidation,11.5,0,1
60,Private,358820,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,15024,0,40,Australia,>50K,1934,1,9525.96,Debt Consolidation,14.3,1,0
60,Private,376310,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,Australia,<=50K,6110,1,16026.48,Debt Consolidation,21.4,0,0
60,Self-emp-not-inc,261844,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,3137,0,46,Australia,<=50K,3654,1,11373.72,other,17.6,1,0
61,Private,585222,Some-college,10,Married-civ-spouse,Tech-support,White,Male,15024,0,18,Australia,>50K,1848,1,5210.88,Debt Consolidation,24.5,1,0
61,,466906,Some-college,10,Married-civ-spouse,,White,Male,99999,0,30,Australia,>50K,1602,1,3919.56,Debt Consolidation,22.5,0,0
61,Federal-gov,171930,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,1887,40,Australia,>50K,855,1,4989.24,Other,18.8,0,0
61,Federal-gov,101970,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,9386,0,40,Australia,>50K,2311,1,2629.44,Debt Consolidation,12.9,0,0
61,Private,198660,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Australia,<=50K,7183,1,12289.68,Debt Consolidation,22,0,0
61,Self-emp-inc,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,40,Australia,<=50K,9895,1,0,other,16.6,0,0
61,Private,352990,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,44,Australia,>50K,6802,1,12948.96,Debt Consolidation,12.1,0,0
62,,99999999,Some-college,10,Married-civ-spouse,,White,Female,0,0,1,Australia,<=50K,9233,1,12888.24,other,16.3,0,0
62,Self-emp-not-inc,482966,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,10,Australia,<=50K,8278,1,16326.6,Debt Consolidation,14,0,0
62,Private,757768,Some-college,10,Married-civ-spouse,Tech-support,White,Male,2829,0,24,Australia,<=50K,3833,1,8284.08,Debt Consolidation,25,0,0
62,,548790,Some-college,10,Married-civ-spouse,,White,Male,0,0,24,Australia,<=50K,6541,1,3907.08,Debt Consolidation,29.3,0,0
62,Private,144122,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1977,98,Australia,>50K,444,1,10536.36,Other,14.5,0,0
63,Private,392128,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,0,0,12,Australia,<=50K,8003,1,15233.04,Debt Consolidation,21.2,0,0
63,,164274,Some-college,10,Married-civ-spouse,,White,Male,0,0,15,Australia,<=50K,4999,1,11530.92,Debt Consolidation,20.6,0,0
63,Private,292754,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,16,Australia,<=50K,7107,1,14040.24,Debt Consolidation,14.2,0,0
63,State-gov,224708,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,1740,40,Australia,<=50K,1075,1,5816.16,Debt Consolidation,16,0,0
63,Private,778316,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,10566,0,45,Australia,<=50K,2243,1,11704.08,Debt Consolidation,16.4,0,0
63,Private,242000,Some-college,10,Married-civ-spouse,Sales,White,Male,7298,0,48,Australia,>50K,2818,1,16832.28,Debt Consolidation,8.8,0,0
64,,428626,Some-college,10,Married-civ-spouse,,White,Male,3411,0,15,Australia,<=50K,3562,1,6042.12,Buy a Car,9,0,0
64,Private,206822,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,20,Australia,<=50K,8029,1,12447.24,Debt Consolidation,13,0,0
64,Private,564982,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,10566,0,35,Australia,<=50K,2244,1,0,Debt Consolidation,15.3,0,0
65,Self-emp-not-inc,130152,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,2174,10,Australia,>50K,232,1,5918.88,Debt Consolidation,21.6,0,0
65,,99999999,Some-college,10,Married-civ-spouse,,White,Male,0,0,30,Australia,>50K,4739,1,7010.28,other,17.5,1,0
65,Self-emp-inc,166430,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,35,Australia,>50K,8342,1,7735.2,Debt Consolidation,22.6,1,0
65,Self-emp-not-inc,99999999,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,6514,0,40,Australia,>50K,2955,1,788.76,Debt Consolidation,14.1,0,0
65,Self-emp-not-inc,111276,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,2290,0,40,Australia,<=50K,3965,1,9758.4,Debt Consolidation,38.4,0,0
66,,539990,Some-college,10,Married-civ-spouse,,White,Male,0,0,20,Australia,<=50K,9650,1,10467.84,Debt Consolidation,29.2,0,0
66,,119042,Some-college,10,Married-civ-spouse,,White,Male,0,1825,40,Australia,>50K,988,1,2890.08,Debt Consolidation,22.9,0,0
67,Private,217668,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,10605,0,10,Australia,>50K,2233,1,8177.4,Debt Consolidation,20.3,0,0
67,Self-emp-inc,220418,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,20051,0,20,Australia,>50K,1772,1,13332.72,Debt Consolidation,15.7,0,0
67,,443124,Some-college,10,Married-civ-spouse,,White,Male,0,2457,40,Australia,<=50K,50,1,10289.88,Debt Consolidation,30.4,0,0
67,Private,337656,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,1539,40,Australia,<=50K,1365,1,16193.64,Debt Consolidation,15.2,0,0
67,State-gov,620796,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,40,Australia,<=50K,8183,1,8109.36,Debt Consolidation,32.5,0,0
67,Private,335060,Some-college,10,Married-civ-spouse,Sales,White,Male,0,1844,70,Australia,<=50K,987,1,9572.76,other,21.8,0,0
68,Self-emp-inc,52646,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,10605,0,20,Australia,>50K,2239,1,1652.64,Debt Consolidation,11,0,0
68,,186604,Some-college,10,Married-civ-spouse,,White,Female,0,2457,40,Australia,<=50K,49,1,9851.04,Debt Consolidation,13.1,0,0
68,Private,99999999,Some-college,10,Married-civ-spouse,Sales,White,Male,0,2377,55,Australia,>50K,132,1,6986.28,Debt Consolidation,26.5,0,0
69,Self-emp-not-inc,431640,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,9386,0,72,Australia,>50K,2307,1,11980.56,Debt Consolidation,11.9,0,0
70,Self-emp-not-inc,109868,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,2246,40,Australia,>50K,191,1,9352.56,other,22.3,0,0
70,Self-emp-inc,219252,Some-college,10,Married-civ-spouse,Sales,White,Male,10566,0,40,Australia,<=50K,2245,1,5091.48,Debt Consolidation,16,0,0
70,Self-emp-not-inc,145068,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,2653,0,70,Australia,<=50K,3853,1,6305.88,Debt Consolidation,13,0,0
71,,273658,Some-college,10,Married-civ-spouse,,White,Male,3432,0,20,Australia,<=50K,3536,1,9822,Debt Consolidation,7,0,0
